customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7039-DARTZ,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.29,5059.0,Yes
4845-AZUCD,Male,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.98,3782.71,Yes
3720-DFZGJ,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.37,76.01,No
2162-YEMVQ,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,79.63,4365.84,No
6502-BYTFG,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.32,3238.56,No
4543-FMTVX,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.73,6238.68,No
5017-MHSYS,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.8,2479.22,No
8344-ZNCKT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),80.51,97.4,Yes
8995-AKSNY,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.32,642.23,No
4869-DHHDQ,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.2,1463.42,No
4873-RAHTT,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1261.45,No
2023-TQWWQ,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,63.19,4307.58,Yes
1003-FJPEF,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.79,2267.15,Yes
8310-AEFRA,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.83,518.78,Yes
5291-XRNWP,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,561.55,No
5683-DLWUJ,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.7,281.66,Yes
7800-JQEGK,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.47,1636.85,Yes
7604-KBAPN,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,78.99,2452.0,No
9057-GTBFE,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),52.59,691.14,Yes
1420-MTGMP,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.17,4703.68,No
8191-AVKPF,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,51.41,2317.9,No
7208-FWHFC,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.5,1507.49,Yes
7629-TDSTF,Male,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,4527.22,Yes
1259-KQPZM,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.92,4106.0,Yes
7831-REPZN,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.11,107.98,No
9299-VYXNW,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,52.69,2052.17,No
4566-EECGU,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.78,3587.13,No
3746-LQEJF,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),84.77,2986.21,No
3344-QYVXW,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,793.29,No
7853-YXTYP,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.12,2754.06,Yes
8313-AFUME,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.46,807.11,No
1977-MPMDE,Female,1,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.83,3766.06,No
7256-GAFBN,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,776.34,No
4657-PWPMJ,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,761.28,No
8878-REGZH,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.91,4314.18,Yes
1418-RVYPS,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.79,374.67,No
1991-ZAPUJ,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,93.74,6091.91,No
4073-CFGVE,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.46,187.38,No
6354-BTNVS,Female,1,No,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.89,531.91,No
1527-RQBUH,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.0,473.85,Yes
5072-ZDKXT,Female,0,No,No,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,93.9,2250.48,No
6481-XVLAL,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.06,5054.83,No
1701-SELJE,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.11,1745.89,Yes
5683-TSWUA,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.73, ,Yes
2552-PCJZK,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.8,3650.63,No
5841-ACGTV,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.14,591.94,No
3327-UDKHV,Female,1,Yes,Yes,65,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.32,3528.21,No
9118-BFXQT,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.82,4669.5,No
9757-HVPWH,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.62,1683.56,No
4826-NJDXT,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,92.34,6013.97,No
7109-ZLULQ,Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),91.0,4636.71,No
6362-WSDAN,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,80.68,2422.52,No
4299-RNFCN,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.26,2969.54,No
8155-EUGWK,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1217.31,Yes
1562-SYYQT,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.79,1427.03,Yes
4800-GZBSC,Male,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,229.3,No
5034-HXCFU,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.7,1101.11,Yes
1448-CPSAQ,Female,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.11,930.3,No
3939-FKGGK,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.3,2659.91,No
1544-ZVSNB,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,82.81,1567.17,Yes
4107-NBBJB,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),86.82,4238.25,No
8331-GTAZY,Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.68,1830.79,No
1830-VVMRP,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.64,635.05,No
6751-BRLNB,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),86.73,4781.29,No
2016-GPPKU,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.03,4937.81,No
3707-XPSJT,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.05,4003.1,No
5715-BKXSC,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.8,1199.53,No
9091-BXHPK,Male,1,Yes,No,24,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,57.9,1394.98,Yes
5049-HCXDB,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.73,4203.47,No
1085-GXWZT,Male,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,191.19,No
2255-HNVHV,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.36,3156.89,No
7249-ZYJFG,Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),77.29,3547.73,No
5386-GFXHP,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.04,1381.18,Yes
2034-XKFBB,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,47.57,1154.44,No
8137-SAMNU,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.62,927.16,No
3106-FMDHT,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.76,215.64,No
9706-EPHQN,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,59.69,3047.26,No
4112-DRZPP,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.1,501.58,Yes
1524-HHCBC,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.02,448.0,Yes
2898-KQREL,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),101.38,5977.32,No
5607-DBVXT,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.06,1167.12,No
3406-SNRAB,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.8,1173.77,No
8693-VWCKS,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.74,1032.6,Yes
7801-XPEVN,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.31,201.16,Yes
2073-QVTXE,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,90.26,3601.17,Yes
2919-ESKAJ,Female,1,Yes,No,62,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,56.94,3515.57,No
7108-LKNKL,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,994.74,No
4925-YZUWN,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,62.4,1927.78,No
9155-RNCVM,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,72.23,1887.28,No
4915-PCVFD,Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),70.24,4702.57,No
3582-EMMNJ,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,863.65,No
5936-BLYXT,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),57.81,342.37,Yes
3992-VHWQA,Male,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.33,3492.03,No
6265-PNKSS,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,81.79,1379.11,No
8519-SLEAR,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,41.09,1519.67,No
4513-YLQLR,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),50.03,3181.32,No
4595-ARHHL,Female,0,No,Yes,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),69.38,1104.98,No
7252-ARKTB,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.94,703.78,Yes
6603-WDRAY,Male,0,Yes,No,62,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),58.84,3667.03,No
8357-JMEEZ,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.74,2634.68,No
2561-VARTE,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.79,159.96,No
2377-FVPJH,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.25,613.55,No
4675-PBXZX,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.78,5642.2,No
2776-HALJQ,Female,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.28,683.81,Yes
5823-GCQBB,Male,1,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.29,1260.73,Yes
8971-QWGNR,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,53.66,3101.45,No
7088-JKZJZ,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.51,4984.71,No
4713-LBHTC,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.85,297.68,No
8498-ZELNV,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,60.99,190.26,No
5223-TVVWR,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.09,492.74,Yes
7610-TCJRT,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,90.36,3682.07,Yes
3220-GAABS,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,618.67,No
8480-HQUND,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,74.53,880.75,Yes
8806-CZNHY,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,71.94,277.83,Yes
9012-QXVHK,Male,0,No,Yes,39,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),81.48,3172.53,No
6135-YGHYC,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.24,1329.44,No
6576-FDVEE,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,77.59,221.92,No
4497-PCUCB,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,83.82,4861.39,No
9641-QHFSY,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.62,968.34,No
5566-ADGKA,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),101.04,2335.89,No
9102-NAUJC,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.52,1509.92,No
1249-BVPFU,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,4545.11,No
3077-ULTSK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,478.44,No
5511-WHJUX,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.46,473.17,No
7872-BJZAR,Male,0,Yes,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.0,2947.59,No
7146-RXEGB,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.21,1058.34,No
9296-QPCRP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.09,9.14,No
4288-HWJQP,Female,0,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.76,343.0,No
4869-YDZPH,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.89,1615.8,Yes
1131-JMPES,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.78,1430.95,Yes
4978-JPSGH,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.31,2034.71,No
9583-ECXTJ,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.27,114.27,No
6809-ZANGA,Male,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.67,1671.04,Yes
7473-RHAHS,Male,0,No,No,55,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.02,4324.57,No
1243-WEXWR,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,183.58,No
8379-MBDCR,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,101.0,5664.71,No
3143-NTVXL,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.41,3241.07,Yes
7430-RPZZE,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.64,533.27,No
1204-MPKYN,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,73.47,2781.84,No
7146-KGBPK,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.31,1256.14,Yes
5234-VZPXJ,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.9,1457.51,Yes
4380-NTXEV,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,146.9,No
2236-VCJYE,Male,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.93,1055.97,No
8420-EKKAM,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,64.11,52.76,Yes
6311-BWZQV,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.1,3346.93,No
6254-UHXCK,Female,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1061.35,No
6298-ZXNZV,Female,1,Yes,No,69,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.06,3877.89,No
7801-DABRX,Female,0,Yes,Yes,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.07,3509.71,No
4703-HEWGW,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,46.83,3219.42,No
4967-PHUNE,Female,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.39,616.29,No
5162-JHRKP,Female,0,No,Yes,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.07,3575.02,Yes
8050-DPXHR,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.21,1922.74,No
4186-MDWYC,Male,1,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.23,4634.03,Yes
9060-MLUTS,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.85,491.49,No
2074-DEKDA,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,94.01,1595.07,Yes
1173-VDAUL,Female,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,81.09,5017.34,No
8958-ASALF,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,54.57,2621.31,No
3342-MGWHH,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.4,3425.17,No
6442-SNQDM,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),71.29,2777.57,No
7275-KNNYX,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.82,1355.28,No
5110-FAGCP,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.48,161.77,Yes
8236-VPELG,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.77,2674.93,No
9364-EKEKM,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),52.34,220.37,No
5745-TVLGL,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,75.09,1559.5,Yes
6320-XPLFX,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,63.71,1202.97,Yes
2976-NKQHZ,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.18,3693.08,No
9929-QQLFH,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.73,2028.03,No
7184-LHTFP,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.6,3762.34,Yes
7037-RAXJR,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.77,280.84,No
4473-XHLAR,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.91,1217.03,No
5177-ZRHQA,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.21,533.22,No
6765-ZSBQE,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.33,1053.15,Yes
